
10787a49-81b4-47d1-acb0-9705ee40a00b,5,1.0,{1148=5}
a9ed9e2b-836f-46e5-a3d3-1a1546f8cb1a,2,1.0,{9606=2}
7971de69-25fd-4ea8-a1bf-95d8c52459c1,2,1.0,{9606=2}
92125b78-d280-4cab-82cb-a8d4123dbba5,2,1.0,{9606=2}
70128a9a-6cee-489c-b5b2-ae6f935aadf9,2,1.0,{9606=2}
82efc679-964f-4353-9d13-e3b34da03004,2,1.0,{9606=2}
590e7448-337c-4347-931d-0ba5acfbcd81,2,1.0,{9606=2}
0f0902ac-205e-4c1f-8f46-999745b21386,2,1.0,{9606=2}
3ac6e850-70ca-4343-baad-2e5c6cb19145,2,1.0,{9606=2}
b8a9db37-460b-4c69-a91d-2f4a2b0e5408,2,1.0,{9606=2}
4633cb85-e911-4ed3-92c9-d07de25b091c,5,1.0,{9606=5}
2b09a40d-ee28-4d08-96d9-78865a04c199,12,1.0,{9606=12}
71aa8913-fc07-4a9c-a701-4e397b9942ca,2,1.0,{9606=2}
eee8292b-ee5c-44c7-8291-d66edc991f03,2,1.0,{29760,96939,241073=2}
68bc2089-a4b4-4424-b8b4-511ed75258b1,4,1.0,{9913=4}
c833d3d8-10b3-4ddf-ab36-9791cf3df2c5,2,1.0,{9606=2}
9bafcee2-4e69-405d-b8a9-f6d62f3dd15a,6,1.0,{264201=6}
0b033d6c-ce03-42f2-af2a-da0ebb65b2a8,3,1.0,{9606=3}
2a5328f7-0cf5-4b17-b3e3-827102ba4172,3,1.0,{9606=3}
d6733690-c86c-42a5-829b-b70e74d2f5da,3,1.0,{9606=3}
ae1b6dea-2c9c-4834-917b-bfad33e00b4e,6,1.0,{9606=6}
cbee7881-bb2a-475e-b26d-ecddcdfd6235,2,1.0,{3702=2}
5fadbea7-d196-4429-a88c-ca4411b9ebac,3,1.0,{6239=3}
80b5d9ad-e880-4cd0-9451-9a8b4b5dac4e,4,1.0,{602=4}
5b5625ad-4365-491d-8a7e-7846d07b77e9,3,1.0,{9606=3}
ff97b0cf-2b4e-4625-8091-fe607ff45c98,11,1.0,{3702=11}
d9051593-1846-479c-bac6-0c45d87e3f95,2,1.0,{602=2}
2db9bce5-78b4-4cfc-a768-b18eab2f34cb,6,1.0,{602=3, 198215=3}
d08c2fb3-a5bf-4f8a-8867-908877ac0605,2,1.0,{10090=2}
c2c3bbf5-e2bf-45c4-873d-b29a0bf03406,3,1.0,{9606=3}
1b5dfecd-4b02-4bbc-ace4-df5f45b69241,2,1.0,{602=2}
572156e0-04bc-4e9a-bd0a-ff245c9191dd,2,1.0,{3702=2}
7e8ea7ec-9f79-4917-92c5-25b5ff72b508,13,1.0,{10090=13}
4fbf3194-dd88-409a-9664-4e96f6001e21,5,1.0,{10090=5}
5c0b36d3-dac2-4d56-98e4-6680e1ce1af8,2,1.0,{6239=2}
7b8435ad-7a9d-4c81-b3d8-7d5f6c7cbfd8,3,1.0,{198215=3}
977af08c-77db-4d6f-9c0f-ed6142fddc38,2,1.0,{602=2}
8b997c66-62ae-4e8a-b6e9-6b5192290348,6,1.0,{10090=6}
85c24f66-be61-4bec-bf80-dc3d4406dc77,8,1.0,{10090=8}
fb58449b-16bf-4411-a9a5-02f69128f2f3,3,1.0,{9606=3}
bc44c9e1-e8e6-40ed-996c-e3f60fb57efe,6,1.0,{478009=6}
